tokenID,name,description,file_name,attributes[BACKGROUND],attributes[BASE],attributes[SKIN],attributes[CLOTHES],attributes[EYES],attributes[MOUTH],attributes[HEAD]
975,Moze #975,Rooted in street art!,975.png,Pink,Moze,Hellheim Mark,Graffiti Suit,Double Eyes,Fresh Lips,Red Hair Hat
976,Moze #976,Rooted in street art!,976.png,Ocean,Moze,Justin Bieber Flame,Nudist,Thinking Eyes,Happy Mouth,Bubble Hat
977,Moze #977,Rooted in street art!,977.png,Grey,Moze,Thunder,Graffiti Suit,Hunter Eyes,Chill Mouth,Angel Wings Hair
978,Moze #978,Rooted in street art!,978.png,Washed Denim,Moze,Fire,Punk Jacket,Pink Sparkly Eyes,Happy Mouth,Nihilsm
979,Moze #979,Rooted in street art!,979.png,Grey,Moze,Doll,Gray Sweater,Cruel Eyes,Simple Smile Mouth,Ear Socks
980,Moze #980,Rooted in street art!,980.png,Orange,Moze,Doll,Robot Custom,Superstar Eyes,Monsieur Cigs,Ear Socks
981,Moze #981,Rooted in street art!,981.png,Soba,Moze,Ifrit Jambe,Designer Suit,Cool Sunglasses,Punk Mouth,Hellblaze Ears
982,Moze #982,Rooted in street art!,982.png,Vandal,Moze,Thunder,Boxer Glove,Beaten Eyes,Happy Mouth,Angel Wings Hair
983,Moze #983,Rooted in street art!,983.png,Army,Moze,Doll,Blank,Cruel Eyes,Cigar Mouth,Mullet Hair
984,Moze #984,Rooted in street art!,984.png,Denim,Moze,Ifrit Jambe,Sphinx Necklace Final Boss,Hunter Eyes,Dragon Breath,Graffiti Tattoo#1
985,Moze #985,Rooted in street art!,985.png,Sprout,Moze,Blank,Thor Custom,Hunter Eyes,Gold Teeth,Hellblaze Ears
986,Moze #986,Rooted in street art!,986.png,Sprout,Moze,Hellheim Mark,Swim Suit,Thinking Eyes,Dragon Breath,Mummy Hat
987,Moze #987,Rooted in street art!,987.png,Station,Moze,Thunder,Green Hoodie,X Eyes,Gold Teeth,Blue Hair
988,Moze #988,Rooted in street art!,988.png,Park,Moze,Justin Bieber Flame,Designer Suit,Cruel Eyes,Close Teeth,Graffiti Tattoo#1
989,Moze #989,Rooted in street art!,989.png,Exotic Moth,Moze,Fire,Evil Mage Custom,Rockstar Eyes,Dragon Breath,Angel Wings Hair
990,Moze #990,Rooted in street art!,990.png,Tan,Moze,Hellheim Mark,Soldier Suit AK4&,Dollar Eyes,Monsieur Cigs,Angel Wings Hair
991,Moze #991,Rooted in street art!,991.png,Purple,Moze,Fire,Suit Up,Anime Eyes,Ninja Mask,Green Ears
992,Moze #992,Rooted in street art!,992.png,Station,Moze,Ifrit Jambe,Blank,Amazed Eyes,Tongue Out,Hellblaze Ears
993,Moze #993,Rooted in street art!,993.png,Mickey Doll,Moze,Leopard,Nudist,Mummy Eyes,Clown Mouth,Monkey King Headband
994,Moze #994,Rooted in street art!,994.png,Sprout,Moze,Fire,Baseball Green Jacket,Mummy Eyes,Clown Mouth,Mohawk Hair
995,Moze #995,Rooted in street art!,995.png,Soba,Moze,Thunder,Punk Jacket,Cruel Eyes,Fresh Lips,Hellblaze Ears
996,Moze #996,Rooted in street art!,996.png,Neon,Moze,Hellheim Mark,Boxer Glove,Aura Glasses,Happy Mouth,Bubble Hat
997,Moze #997,Rooted in street art!,997.png,Green,Moze,Doll,Pharaoh Mummy Custom,Double Eyes,Happy Mouth,Nihilsm
998,Moze #998,Rooted in street art!,998.png,Mystic Mauve,Moze,Leopard,Blank,Aura Glasses,Dragon Breath,Ear Socks
999,Moze #999,Rooted in street art!,999.png,Blushing Magenta,Moze,Hellheim Mark,Designer Suit,Happy Eyes,Nyan Mouth,Absolute King Crown
1000,Moze #1000,Rooted in street art!,1000.png,Orange Peel,Moze,Thunder,Soldier Suit AK4&,Superstar Eyes,Nyan Mouth,Ear Socks
